   0.00792876	     0.901345	    0.0277750
   0.00822709	     0.958839	    0.0207782
   0.00853550	     0.932406	    0.0149887
   0.00885879	     0.978384	    0.0128936
   0.00919138	     0.992235	    0.0111325
   0.00953237	     0.986706	   0.00967146
   0.00988734	     0.982354	   0.00846510
    0.0102563	     0.890395	   0.00696056
    0.0106391	     0.776051	   0.00556866
    0.0110355	     0.646255	   0.00432234
    0.0114450	     0.561841	   0.00356157
    0.0118670	     0.484329	   0.00294153
    0.0123118	     0.410482	   0.00234440
    0.0127804	     0.344564	   0.00190001
    0.0132616	     0.286229	   0.00153268
    0.0137539	     0.230937	   0.00122334
    0.0142706	     0.185019	  0.000961432
    0.0148124	     0.144178	  0.000768691
    0.0153632	     0.110151	  0.000615610
    0.0159391	    0.0801848	  0.000467275
    0.0165404	    0.0573036	  0.000366941
    0.0171683	    0.0389715	  0.000274163
    0.0178229	    0.0248571	  0.000206219
    0.0185052	    0.0153880	  0.000148877
    0.0192149	   0.00855308	  0.000106591
    0.0199530	   0.00463862	  7.29593e-05
    0.0207185	   0.00240435	  5.11840e-05
    0.0215119	   0.00135142	  3.59666e-05
    0.0223316	   0.00118057	  3.30765e-05
    0.0231775	   0.00143505	  3.45192e-05
    0.0240471	   0.00182259	  3.87167e-05
    0.0249393	   0.00228631	  4.13305e-05
    0.0259008	   0.00270001	  4.29868e-05
    0.0268854	   0.00280583	  4.43829e-05
    0.0278910	   0.00256075	  4.09166e-05
    0.0289753	   0.00225192	  3.71995e-05
    0.0300794	   0.00188238	  3.54935e-05
    0.0311996	   0.00143381	  3.07613e-05
    0.0324069	  0.000985753	  2.56750e-05
    0.0336262	  0.000616373	  2.21736e-05
    0.0348515	  0.000329898	  1.64612e-05
    0.0361697	  0.000141640	  1.07397e-05
    0.0375921	  7.97481e-05	  8.05665e-06
    0.0390158	  8.68236e-05	  9.30956e-06
    0.0404309	  0.000116909	  1.09513e-05
    0.0419529	  0.000141681	  1.19765e-05
    0.0435944	  0.000202648	  1.43333e-05
    0.0440694	  0.000198262	  1.54134e-05
    0.0453698	  0.000221212	  1.50214e-05
    0.0457563	  0.000217617	  1.22627e-05
    0.0471275	  0.000159256	  1.40794e-05
    0.0475171	  0.000149101	  8.68620e-06
    0.0481410	  0.000145478	  3.03403e-05
    0.0493536	  0.000101825	  6.35701e-06
    0.0512669	  7.24263e-05	  4.89547e-06
    0.0532581	  5.75759e-05	  3.83755e-06
    0.0553272	  5.06887e-05	  3.43210e-06
    0.0574739	  5.35811e-05	  2.97304e-06
    0.0596969	  5.78568e-05	  2.70646e-06
    0.0619939	  5.19983e-05	  2.44995e-06
    0.0643614	  4.44550e-05	  2.09378e-06
    0.0668572	  4.07038e-05	  1.80264e-06
    0.0694879	  3.54504e-05	  1.57584e-06
    0.0721909	  3.06699e-05	  1.37434e-06
    0.0749582	  2.61978e-05	  1.23025e-06
    0.0778643	  2.33899e-05	  1.07700e-06
    0.0809138	  2.44664e-05	  1.00032e-06
    0.0841162	  2.02885e-05	  8.88316e-07
    0.0874761	  1.93633e-05	  8.05451e-07
    0.0908873	  1.57145e-05	  7.35329e-07
    0.0944540	  1.32368e-05	  6.35312e-07
    0.0981776	  1.32463e-05	  6.01812e-07
     0.102065	  1.24856e-05	  5.55601e-07
     0.106115	  1.03591e-05	  5.15479e-07
     0.110334	  9.54271e-06	  4.62068e-07
     0.114719	  8.09529e-06	  4.32849e-07
     0.119272	  7.69433e-06	  4.00394e-07
     0.124201	  7.83651e-06	  3.71953e-07
     0.129321	  6.11830e-06	  3.48291e-07
     0.134634	  4.36261e-06	  3.11772e-07
     0.140125	  6.84579e-06	  3.21752e-07
     0.145793	  7.31828e-06	  3.13956e-07
     0.151940	  5.36843e-06	  2.79807e-07
     0.158273	  2.71096e-06	  2.54227e-07
     0.164786	  2.29607e-06	  2.48508e-07
     0.171861	  1.63880e-06	  3.09666e-07
     0.179570	  2.51964e-06	  5.20123e-07
     0.187505	  1.50076e-06	  6.07880e-07
     0.195650	  2.04985e-06	  4.64309e-07
     0.204538	  1.61248e-06	  4.30896e-07
     0.213629	  1.97512e-06	  4.81596e-07
     0.222882	  1.41215e-06	  4.35535e-07
     0.256181	  1.09868e-06	  3.51507e-07
     0.268590	  4.29718e-07	  3.66892e-07
     0.310235	  9.47176e-08	  4.73192e-07
     0.327154	  6.45851e-07	  4.73594e-07
     0.345817	  9.49030e-07	  6.07002e-07
     0.411068	  6.07924e-07	  7.36425e-07
