   0.00766896	     0.744814	    0.0282601
   0.00795698	     0.771575	    0.0205480
   0.00825476	     0.767248	    0.0150316
   0.00856692	     0.804438	    0.0127786
   0.00888809	     0.854362	    0.0113414
   0.00921739	     0.863369	   0.00994795
   0.00956020	     0.894617	   0.00890794
   0.00991653	     0.910412	   0.00800369
    0.0102863	     0.915858	   0.00717037
    0.0106691	     0.872178	   0.00620270
    0.0110647	     0.817104	   0.00540715
    0.0114824	     0.688856	   0.00428502
    0.0119233	     0.510104	   0.00316302
    0.0123777	     0.311985	   0.00207795
    0.0128444	     0.157085	   0.00125219
    0.0133220	    0.0717222	  0.000749193
    0.0138232	    0.0345221	  0.000470365
    0.0143490	    0.0233088	  0.000364913
    0.0148836	    0.0189224	  0.000307021
    0.0154427	    0.0157451	  0.000259133
    0.0160265	    0.0122228	  0.000216835
    0.0166363	   0.00904449	  0.000171782
    0.0172721	   0.00599514	  0.000136001
    0.0179350	   0.00409481	  0.000105623
    0.0186247	   0.00306778	  8.88592e-05
    0.0193421	   0.00240962	  7.43560e-05
    0.0200863	   0.00218946	  6.84330e-05
    0.0208579	   0.00187126	  5.82975e-05
    0.0216553	   0.00156707	  5.25588e-05
    0.0224784	   0.00132675	  4.60249e-05
    0.0233247	   0.00104198	  4.02711e-05
    0.0241933	  0.000837822	  3.47585e-05
    0.0251296	  0.000645595	  2.99298e-05
    0.0260888	  0.000592573	  2.80877e-05
    0.0270687	  0.000489328	  2.52741e-05
    0.0281256	  0.000408482	  2.14752e-05
    0.0292022	  0.000346142	  2.10080e-05
    0.0302949	  0.000312385	  1.96189e-05
    0.0314730	  0.000263117	  1.83107e-05
    0.0326632	  0.000210755	  1.78628e-05
    0.0338597	  0.000160680	  1.64647e-05
    0.0351476	  0.000166945	  1.61538e-05
    0.0365378	  0.000108583	  1.38308e-05
    0.0379299	  0.000117931	  1.49558e-05
    0.0393106	  0.000159967	  3.06470e-05
    0.0393141	  7.79438e-05	  1.28091e-05
    0.0408036	  6.17782e-05	  1.25515e-05
    0.0408137	  9.46862e-05	  2.22105e-05
    0.0423828	  0.000104661	  1.73434e-05
    0.0424108	  5.95475e-05	  1.17425e-05
    0.0440193	  7.10305e-05	  1.31073e-05
    0.0441502	  6.42191e-05	  1.16208e-05
    0.0457244	  2.93280e-05	  1.04840e-05
    0.0474989	  5.47111e-05	  8.63433e-06
    0.0493429	  3.16477e-05	  7.25213e-06
    0.0512562	  2.38193e-05	  5.80185e-06
    0.0532375	  2.34600e-05	  5.11143e-06
    0.0552848	  3.60276e-05	  4.31165e-06
    0.0573950	  2.53850e-05	  3.83150e-06
    0.0595639	  1.52887e-05	  3.25248e-06
    0.0618457	  1.72678e-05	  2.82628e-06
    0.0642458	  1.08655e-05	  2.40818e-06
    0.0667025	  1.35695e-05	  2.19366e-06
    0.0692820	  8.10343e-06	  1.84886e-06
    0.0719886	  1.38611e-05	  1.70281e-06
    0.0747425	  8.45848e-06	  1.49399e-06
    0.0776240	  8.96341e-06	  1.35283e-06
    0.0806351	  3.84681e-06	  1.20598e-06
    0.0837823	  4.79186e-06	  1.06704e-06
    0.0870667	  3.64611e-06	  9.84058e-07
    0.0904942	  3.81818e-06	  8.74897e-07
    0.0940638	  3.43458e-06	  8.38656e-07
    0.0977806	  4.68988e-06	  7.62331e-07
     0.101641	  4.73860e-06	  7.20887e-07
     0.105648	  1.35309e-06	  6.53702e-07
     0.109794	  1.19048e-07	  6.24076e-07
     0.114079	  5.34026e-06	  5.74155e-07
     0.118713	  1.87077e-06	  5.21663e-07
     0.123499	  1.92476e-06	  5.03517e-07
     0.128434	  1.80112e-06	  4.72359e-07
     0.133781	  3.10322e-06	  4.43679e-07
     0.139286	  1.44553e-06	  4.50507e-07
     0.144941	  1.79313e-06	  4.34945e-07
     0.151074	  2.77179e-06	  4.52300e-07
     0.157361	  6.06973e-06	  6.43178e-07
     0.163780	  1.09512e-05	  7.17201e-07
     0.170744	  9.85637e-06	  6.30775e-07
     0.178328	  4.96302e-06	  5.63487e-07
     0.186070	  4.78455e-06	  6.35525e-07
     0.193936	  3.69326e-06	  6.26008e-07
     0.202495	  4.44182e-06	  5.65519e-07
     0.211848	  3.51501e-06	  5.56000e-07
     0.221332	  1.81529e-06	  5.98019e-07
     0.230886	  1.55041e-06	  5.61686e-07
     0.252691	  1.69604e-06	  6.35686e-07
     0.265218	  3.36093e-06	  6.95805e-07
     0.279047	  2.84397e-06	  7.12634e-07
     0.293030	  6.40387e-07	  8.26525e-07
     0.307049	  1.64775e-06	  9.43401e-07
     0.322364	  2.52701e-06	  9.94627e-07
     0.341225	  2.03542e-06	  9.59111e-07
     0.374999	  5.33036e-06	  1.65279e-06
