   0.00813656	      1.50331	    0.0518792
   0.00843818	      1.57221	    0.0373097
   0.00875449	      1.55723	    0.0272236
   0.00908029	      1.58989	    0.0232326
   0.00941482	      1.59567	    0.0194723
   0.00976342	      1.60720	    0.0170995
    0.0101262	      1.56375	    0.0146002
    0.0105032	      1.24544	    0.0109093
    0.0108943	     0.793351	   0.00695206
    0.0112991	     0.442281	   0.00416703
    0.0117172	     0.286913	   0.00289112
    0.0121480	     0.206088	   0.00219700
    0.0126018	     0.157473	   0.00169647
    0.0130798	     0.118358	   0.00133598
    0.0135706	    0.0924504	   0.00107471
    0.0140725	    0.0742947	  0.000888279
    0.0145991	    0.0612157	  0.000730050
    0.0151511	    0.0489416	  0.000610206
    0.0157121	    0.0402758	  0.000521760
    0.0162985	    0.0331584	  0.000433681
    0.0169105	    0.0270723	  0.000372678
    0.0175492	    0.0229065	  0.000316715
    0.0182149	    0.0194336	  0.000279235
    0.0189085	    0.0162656	  0.000237039
    0.0196297	    0.0139809	  0.000212103
    0.0203793	    0.0120151	  0.000183662
    0.0211565	   0.00991706	  0.000163269
    0.0219616	   0.00845573	  0.000141469
    0.0227930	   0.00745338	  0.000130674
    0.0236505	   0.00629841	  0.000113391
    0.0245315	   0.00537122	  0.000104303
    0.0254350	   0.00456372	  9.13601e-05
    0.0264081	   0.00408233	  8.26135e-05
    0.0274041	   0.00339747	  7.64486e-05
    0.0284207	   0.00318721	  7.12857e-05
    0.0295161	   0.00278316	  6.42010e-05
    0.0306308	   0.00239986	  6.22576e-05
    0.0317610	   0.00201517	  5.65945e-05
    0.0329783	   0.00171001	  5.27045e-05
    0.0342930	   0.00158380	  5.15702e-05
    0.0356238	   0.00134102	  5.15223e-05
    0.0369641	   0.00113903	  4.81381e-05
    0.0384097	  0.000976863	  4.43681e-05
    0.0398560	  0.000893541	  4.68146e-05
    0.0412929	  0.000841828	  4.56676e-05
    0.0428377	  0.000701264	  4.16185e-05
    0.0445028	  0.000542389	  3.71144e-05
    0.0463031	  0.000572592	  3.82126e-05
    0.0475805	  0.000510842	  6.23782e-05
